From Country,To Country,Year,Jury or Televoting,Points,Source
Finland,Armenia,2014,J,4,http://datagraver.com/
Germany,Malta,2018,J,6,http://datagraver.com/
Serbia,Sweden,2007,J,0,http://datagraver.com/
Australia,Spain,2015,J,0,http://datagraver.com/
Spain,Israel,2015,J,1,http://datagraver.com/
Belgium,Greece,2015,J,3,http://datagraver.com/
France,Lithuania,2016,J,0,http://datagraver.com/
Russia,Denmark,2014,J,0,http://datagraver.com/
Ireland,Israel,2016,J,4,http://datagraver.com/
United Kingdom,Lithuania,2012,J,10,http://datagraver.com/
Malta,Portugal,2015,J,0,http://datagraver.com/
Spain,San Marino,2014,J,1,http://datagraver.com/
Hungary,Belarus,2017,T,0,http://datagraver.com/
Spain,Bulgaria,2016,T,12,http://datagraver.com/
Finland,Lithuania,2014,J,0,http://datagraver.com/
Estonia,Ukraine,2014,J,10,http://datagraver.com/
Georgia,Spain,2016,J,0,http://datagraver.com/
Greece,Poland,2017,T,2,http://datagraver.com/
Sweden,Estonia,2015,J,3,http://datagraver.com/
Albania,Denmark,2015,J,0,http://datagraver.com/
The Netherlands,France,2018,J,0,http://datagraver.com/
France,Slovenia,2018,T,0,http://datagraver.com/
Croatia,Georgia,2016,J,0,http://datagraver.com/
F.Y.R. Macedonia,Czech Republic,2016,J,0,http://datagraver.com/
Russia,Czech Republic,2016,T,0,http://datagraver.com/
Croatia,Austria,2016,T,6,http://datagraver.com/
Albania,Azerbaijan,2010,J,0,http://datagraver.com/
Spain,Armenia,2016,J,12,http://datagraver.com/
Georgia,United Kingdom,2015,J,0,http://datagraver.com/
Belgium,Israel,2017,J,0,http://datagraver.com/
Israel,Finland,2006,J,7,http://datagraver.com/
Spain,Albania,2011,J,0,http://datagraver.com/
Estonia,Montenegro,2019,J,0,http://datagraver.com/
Germany,Malta,2016,J,0,http://datagraver.com/
Finland,United Kingdom,2016,J,0,http://datagraver.com/
Croatia,Lithuania,2012,J,0,http://datagraver.com/
Norway,Ukraine,2016,J,6,http://datagraver.com/
Albania,Switzerland,2016,J,0,http://datagraver.com/
Bosnia & Herzegovina,Czech Republic,2016,T,4,http://datagraver.com/
Denmark,Serbia,2015,J,1,http://datagraver.com/
Denmark,Bulgaria,2016,J,6,http://datagraver.com/
Malta,Norway,2015,J,2,http://datagraver.com/
Serbia,Sweden,2016,T,1,http://datagraver.com/
Georgia,Bulgaria,2016,J,0,http://datagraver.com/
Iceland,United Kingdom,2015,J,0,http://datagraver.com/
Hungary,The Netherlands,2018,T,4,http://datagraver.com/
F.Y.R. Macedonia,Malta,2016,T,0,http://datagraver.com/
Bosnia & Herzegovina,Cyprus,2016,J,0,http://datagraver.com/
Israel,Malta,2016,J,0,http://datagraver.com/
Denmark,Armenia,2016,T,0,http://datagraver.com/
The Netherlands,Germany,2016,J,0,http://datagraver.com/
Italy,Ukraine,2018,J,0,http://datagraver.com/
France,Italy,2016,T,0,http://datagraver.com/
Greece,The Netherlands,2015,J,0,http://datagraver.com/
Iceland,Azerbaijan,2014,J,1,http://datagraver.com/
Finland,Andorra,2004,J,0,http://datagraver.com/
Ukraine,United Kingdom,2016,T,0,http://datagraver.com/
Croatia,Sweden,2016,T,7,http://datagraver.com/
United Kingdom,Lithuania,2015,J,3,http://datagraver.com/
Azerbaijan,France,2017,T,5,http://datagraver.com/
Spain,Hungary,2015,J,0,http://datagraver.com/
Germany,Cyprus,2016,J,0,http://datagraver.com/
Malta,Israel,2016,J,1,http://datagraver.com/
Belgium,Denmark,2015,J,1,http://datagraver.com/
Poland,France,2018,T,3,http://datagraver.com/
Ireland,Hungary,2016,J,0,http://datagraver.com/
Switzerland,Croatia,2011,J,0,http://datagraver.com/
Spain,France,2016,J,7,http://datagraver.com/
Bulgaria,The Netherlands,2016,J,2,http://datagraver.com/
Bosnia & Herzegovina,Poland,2008,J,0,http://datagraver.com/
Iceland,Armenia,2016,T,0,http://datagraver.com/
F.Y.R. Macedonia,Moldova,2017,J,6,http://datagraver.com/
Switzerland,Armenia,2013,J,0,http://datagraver.com/
Russia,Georgia,2016,T,0,http://datagraver.com/
The Netherlands,Ukraine,2012,J,0,http://datagraver.com/
Sweden,Belgium,2017,J,1,http://datagraver.com/
Greece,The Netherlands,2016,T,0,http://datagraver.com/
Ireland,Australia,2016,T,6,http://datagraver.com/
Israel,Italy,2015,J,12,http://datagraver.com/
Moldova,Belgium,2005,J,3,http://datagraver.com/
Bosnia & Herzegovina,Italy,2016,J,0,http://datagraver.com/
Cyprus,Israel,2010,J,2,http://datagraver.com/
Australia,Austria,2016,J,0,http://datagraver.com/
Estonia,The Netherlands,2016,T,0,http://datagraver.com/
Cyprus,Croatia,2016,T,1,http://datagraver.com/
Albania,Hungary,2016,J,1,http://datagraver.com/
Poland,Bulgaria,2016,J,3,http://datagraver.com/
Serbia,France,2016,T,0,http://datagraver.com/
Austria,Russia,2013,J,0,http://datagraver.com/
Ireland,Portugal,2015,J,0,http://datagraver.com/
Australia,Azerbaijan,2017,J,0,http://datagraver.com/
The Netherlands,Austria,2016,J,8,http://datagraver.com/
F.Y.R. Macedonia,Azerbaijan,2016,J,1,http://datagraver.com/
Montenegro,Ukraine,2016,J,0,http://datagraver.com/
Denmark,Ukraine,2014,J,7,http://datagraver.com/
F.Y.R. Macedonia,Spain,2016,J,0,http://datagraver.com/
Serbia,Israel,2016,J,7,http://datagraver.com/
Portugal,Albania,2012,J,0,http://datagraver.com/
Lithuania,Spain,2015,J,0,http://datagraver.com/
Albania,Albania,2015,J,0,http://datagraver.com/
Malta,Israel,2015,J,5,http://datagraver.com/
Israel,The Netherlands,2016,T,0,http://datagraver.com/
France,Russia,2016,J,1,http://datagraver.com/
Czech Republic,Croatia,2016,T,2,http://datagraver.com/
Ukraine,Serbia,2016,J,3,http://datagraver.com/
Finland,Poland,2015,J,0,http://datagraver.com/
Estonia,Moldova,2016,J,0,http://datagraver.com/
Hungary,Spain,2016,J,5,http://datagraver.com/
Poland,Lithuania,2016,J,2,http://datagraver.com/
Hungary,Norway,2018,J,2,http://datagraver.com/
Switzerland,Malta,2015,J,0,http://datagraver.com/
Italy,Norway,2017,T,0,http://datagraver.com/
Israel,Cyprus,2018,J,0,http://datagraver.com/
Montenegro,The Netherlands,2016,T,0,http://datagraver.com/
Serbia,Romania,2009,J,2,http://datagraver.com/
Latvia,Belgium,2016,J,0,http://datagraver.com/
United Kingdom,Serbia,2016,J,2,http://datagraver.com/
United Kingdom,The Netherlands,2013,J,6,http://datagraver.com/
Lithuania,Austria,2016,J,0,http://datagraver.com/
Malta,Azerbaijan,2019,T,4,http://datagraver.com/
Hungary,Switzerland,2012,J,8,http://datagraver.com/
Malta,Croatia,2011,J,12,http://datagraver.com/
Bosnia & Herzegovina,Malta,2016,J,2,http://datagraver.com/
Lithuania,Belgium,2013,J,2,http://datagraver.com/
Germany,Belgium,2016,T,0,http://datagraver.com/
Latvia,The Netherlands,2016,J,3,http://datagraver.com/
Bulgaria,Austria,2016,T,4,http://datagraver.com/
Lithuania,Lithuania,2018,T,0,http://datagraver.com/
Estonia,Azerbaijan,2017,T,0,http://datagraver.com/
The Netherlands,Denmark,2014,J,1,http://datagraver.com/
Germany,Russia,2018,J,0,http://datagraver.com/
Montenegro,Austria,2016,J,0,http://datagraver.com/
Slovenia,Armenia,2016,T,0,http://datagraver.com/
Austria,Bosnia & Herzegovina,2016,T,12,http://datagraver.com/
Azerbaijan,Germany,2016,T,0,http://datagraver.com/
Italy,Poland,2017,T,8,http://datagraver.com/
Switzerland,Hungary,2015,J,0,http://datagraver.com/
Slovenia,Spain,2016,J,0,http://datagraver.com/
Switzerland,Ukraine,2013,J,0,http://datagraver.com/
Latvia,Cyprus,2017,T,6,http://datagraver.com/
Georgia,Czech Republic,2016,J,0,http://datagraver.com/
Lithuania,Romania,2013,J,0,http://datagraver.com/
Cyprus,Belgium,2015,J,7,http://datagraver.com/
Germany,Italy,2018,J,0,http://datagraver.com/
Azerbaijan,Spain,2016,T,0,http://datagraver.com/
Malta,Ireland,2018,J,0,http://datagraver.com/
Sweden,Azerbaijan,2016,T,0,http://datagraver.com/
Spain,Greece,2013,J,0,http://datagraver.com/
Latvia,Croatia,2017,T,0,http://datagraver.com/
Latvia,Portugal,2015,J,0,http://datagraver.com/
Belarus,Hungary,2015,J,0,http://datagraver.com/
Latvia,Denmark,2016,J,0,http://datagraver.com/
Spain,United Kingdom,2014,J,5,http://datagraver.com/
Greece,Iceland,2019,T,7,http://datagraver.com/
Georgia,Croatia,2016,J,2,http://datagraver.com/
Israel,Sweden,2016,J,0,http://datagraver.com/
Russia,Armenia,2011,J,8,http://datagraver.com/
Lithuania,Serbia,2016,J,0,http://datagraver.com/
Norway,Romania,2015,J,0,http://datagraver.com/
Malta,Austria,2016,J,1,http://datagraver.com/
Lithuania,Belgium,2015,J,7,http://datagraver.com/
Hungary,Australia,2019,T,5,http://datagraver.com/
Slovenia,Germany,2016,T,0,http://datagraver.com/
The Netherlands,Montenegro,2014,J,0,http://datagraver.com/
Slovenia,The Netherlands,2014,J,10,http://datagraver.com/
Lithuania,San Marino,2014,J,0,http://datagraver.com/
Azerbaijan,Austria,2016,J,0,http://datagraver.com/
Belarus,Sweden,2011,J,8,http://datagraver.com/
Hungary,Azerbaijan,2015,J,0,http://datagraver.com/
Israel,Spain,2015,J,1,http://datagraver.com/
Hungary,Ukraine,2017,J,0,http://datagraver.com/
Ireland,France,2016,J,3,http://datagraver.com/
France,The Netherlands,2016,T,4,http://datagraver.com/
The Netherlands,Australia,2016,J,12,http://datagraver.com/
Poland,Moldova,2017,T,6,http://datagraver.com/
Romania,Italy,2018,J,0,http://datagraver.com/
Moldova,Estonia,2018,J,12,http://datagraver.com/
Finland,Sweden,2016,T,10,http://datagraver.com/
Azerbaijan,Croatia,2017,T,0,http://datagraver.com/
Russia,Malta,2013,J,0,http://datagraver.com/
Bosnia & Herzegovina,Spain,2016,J,0,http://datagraver.com/
Armenia,Belgium,2015,J,1,http://datagraver.com/
Norway,Serbia,2016,J,0,http://datagraver.com/
Israel,Georgia,2016,T,0,http://datagraver.com/
Israel,Germany,2016,J,0,http://datagraver.com/
Czech Republic,Spain,2017,J,0,http://datagraver.com/
Italy,Hungary,2018,T,2,http://datagraver.com/
Albania,Armenia,2015,J,5,http://datagraver.com/
Denmark,Russia,2018,J,0,http://datagraver.com/
Hungary,Australia,2016,T,3,http://datagraver.com/
Georgia,Israel,2016,J,3,http://datagraver.com/
Moldova,France,2017,J,0,http://datagraver.com/
Lithuania,Czech Republic,2016,T,0,http://datagraver.com/
Czech Republic,Georgia,2016,J,0,http://datagraver.com/
Norway,France,2016,T,1,http://datagraver.com/
United Kingdom,Australia,2016,J,8,http://datagraver.com/
Denmark,Bulgaria,2016,T,0,http://datagraver.com/
F.Y.R. Macedonia,Serbia,2016,T,10,http://datagraver.com/
France,Latvia,2016,T,0,http://datagraver.com/
Ireland,Germany,2018,J,8,http://datagraver.com/
Norway,Spain,2015,J,0,http://datagraver.com/
Spain,Australia,2016,T,4,http://datagraver.com/
San Marino,Austria,2016,T,0,http://datagraver.com/
Poland,Ukraine,2014,J,5,http://datagraver.com/
Denmark,Azerbaijan,2014,J,0,http://datagraver.com/
Estonia,Germany,2017,J,0,http://datagraver.com/
Georgia,Serbia,2016,T,0,http://datagraver.com/
Montenegro,Denmark,2013,J,8,http://datagraver.com/
Moldova,Poland,2017,T,3,http://datagraver.com/
Ireland,The Netherlands,2018,J,0,http://datagraver.com/
Latvia,United Kingdom,2016,T,0,http://datagraver.com/
Germany,San Marino,2014,J,0,http://datagraver.com/
Slovenia,Georgia,2017,J,5,http://datagraver.com/
Armenia,Israel,2016,J,0,http://datagraver.com/
Germany,Australia,2016,J,7,http://datagraver.com/
Malta,Belarus,2017,J,2,http://datagraver.com/
Slovenia,United Kingdom,2015,J,0,http://datagraver.com/
Norway,Hungary,2017,J,0,http://datagraver.com/
Austria,Lithuania,2013,J,0,http://datagraver.com/
Switzerland,Switzerland,2015,J,0,http://datagraver.com/
Malta,Poland,2018,J,0,http://datagraver.com/
Iceland,Albania,2010,J,7,http://datagraver.com/
Italy,Georgia,2017,T,2,http://datagraver.com/
Latvia,Belgium,2016,T,6,http://datagraver.com/
Serbia,Albania,2016,J,8,http://datagraver.com/
F.Y.R. Macedonia,France,2016,T,0,http://datagraver.com/
United Kingdom,San Marino,2014,J,0,http://datagraver.com/
Belarus,Armenia,2014,J,10,http://datagraver.com/
Montenegro,Switzerland,2015,J,0,http://datagraver.com/
Switzerland,Serbia,2016,T,12,http://datagraver.com/
Hungary,Montenegro,2016,T,0,http://datagraver.com/
Italy,Norway,2015,J,2,http://datagraver.com/
Serbia,Spain,2016,T,0,http://datagraver.com/
Moldova,Croatia,2017,T,0,http://datagraver.com/
Bulgaria,Ukraine,2016,J,0,http://datagraver.com/
Germany,Latvia,2016,T,3,http://datagraver.com/
Germany,Georgia,2016,T,0,http://datagraver.com/
Poland,San Marino,2018,T,0,http://datagraver.com/
Georgia,Russia,2011,J,5,http://datagraver.com/
Malta,Lithuania,2013,J,0,http://datagraver.com/
Finland,Iceland,2014,J,0,http://datagraver.com/
The Netherlands,Spain,2013,J,0,http://datagraver.com/
Portugal,Finland,2014,J,0,http://datagraver.com/
Lithuania,Malta,2017,T,0,http://datagraver.com/
Azerbaijan,Poland,2017,T,1,http://datagraver.com/
Malta,Georgia,2016,J,0,http://datagraver.com/
Denmark,Spain,1982,J,0,http://datagraver.com/
Switzerland,Israel,2015,J,7,http://datagraver.com/
Israel,Cyprus,2016,J,0,http://datagraver.com/
Finland,Greece,2016,J,0,http://datagraver.com/
Poland,Montenegro,2015,J,0,http://datagraver.com/
Poland,Armenia,2016,T,2,http://datagraver.com/
Poland,Spain,2014,J,2,http://datagraver.com/
Iceland,Bulgaria,2017,T,4,http://datagraver.com/
Norway,Spain,2019,T,0,http://datagraver.com/
Poland,Austria,2016,J,0,http://datagraver.com/
Azerbaijan,Sweden,2016,J,0,http://datagraver.com/
F.Y.R. Macedonia,Hungary,2017,J,0,http://datagraver.com/
Norway,Armenia,2016,T,0,http://datagraver.com/
Poland,Croatia,2016,T,0,http://datagraver.com/
F.Y.R. Macedonia,Australia,2016,J,8,http://datagraver.com/
Sweden,Hungary,2016,J,0,http://datagraver.com/
Ireland,Cyprus,2016,T,0,http://datagraver.com/
Armenia,Moldova,2011,J,0,http://datagraver.com/
Finland,Bulgaria,2016,J,0,http://datagraver.com/
Montenegro,Malta,2019,J,6,http://datagraver.com/
Georgia,United Kingdom,2016,J,0,http://datagraver.com/
The Netherlands,Israel,2016,J,7,http://datagraver.com/
Montenegro,San Marino,2016,J,0,http://datagraver.com/
Czech Republic,Belgium,2016,T,0,http://datagraver.com/
Switzerland,Spain,2015,J,1,http://datagraver.com/
Finland,Czech Republic,2016,T,0,http://datagraver.com/
Iceland,Serbia,2016,T,0,http://datagraver.com/
Italy,Austria,2016,J,0,http://datagraver.com/
Ukraine,The Netherlands,2016,J,0,http://datagraver.com/
Belarus,France,2018,J,0,http://datagraver.com/
Estonia,Armenia,2015,J,0,http://datagraver.com/
Azerbaijan,Germany,2016,J,0,http://datagraver.com/
Israel,Australia,2016,T,5,http://datagraver.com/
Israel,Portugal,1991,J,0,http://datagraver.com/
Moldova,Latvia,2012,J,4,http://datagraver.com/
Czech Republic,Spain,2016,J,0,http://datagraver.com/
Italy,United Kingdom,2015,J,0,http://datagraver.com/
Norway,Ukraine,2016,J,4,http://datagraver.com/
Malta,Cyprus,2016,J,5,http://datagraver.com/
Latvia,Belgium,2017,J,10,http://datagraver.com/
Hungary,Azerbaijan,2016,J,7,http://datagraver.com/
Armenia,Lithuania,2016,T,0,http://datagraver.com/
Iceland,Georgia,2016,J,0,http://datagraver.com/
Ukraine,Israel,2016,J,6,http://datagraver.com/
France,Portugal,2014,J,5,http://datagraver.com/
Sweden,Sweden,2015,J,0,http://datagraver.com/
Croatia,United Kingdom,2016,T,0,http://datagraver.com/
Ireland,Latvia,2016,T,7,http://datagraver.com/
Switzerland,Germany,2016,J,0,http://datagraver.com/
Norway,Latvia,2016,T,3,http://datagraver.com/
The Netherlands,Bulgaria,2016,J,0,http://datagraver.com/
Iceland,Azerbaijan,2017,J,0,http://datagraver.com/
United Kingdom,Georgia,2016,T,1,http://datagraver.com/
Iceland,Ukraine,2014,J,0,http://datagraver.com/
Slovenia,Latvia,2016,J,7,http://datagraver.com/
Serbia,Lithuania,2016,T,0,http://datagraver.com/
Switzerland,Poland,2015,J,0,http://datagraver.com/
Hungary,Germany,2017,J,0,http://datagraver.com/
Serbia,Germany,2017,J,0,http://datagraver.com/
France,Bosnia & Herzegovina,2002,J,0,http://datagraver.com/
Norway,Cyprus,2016,J,0,http://datagraver.com/
Macedonia,Hungary,2015,J,0,http://datagraver.com/
Macedonia,Estonia,2015,J,2,http://datagraver.com/
Belarus,Denmark,2017,T,0,http://datagraver.com/
Malta,Serbia,2016,J,0,http://datagraver.com/
Croatia,Serbia,2016,J,2,http://datagraver.com/
Georgia,Sweden,2016,T,0,http://datagraver.com/
Austria,Azerbaijan,2016,T,0,http://datagraver.com/
Azerbaijan,Ukraine,2016,J,10,http://datagraver.com/
San Marino,Sweden,2015,J,12,http://datagraver.com/
Czech Republic,France,2017,T,0,http://datagraver.com/
Belgium,Greece,2015,J,0,http://datagraver.com/
Spain,Latvia,2016,T,0,http://datagraver.com/
Armenia,France,2014,J,0,http://datagraver.com/
Czech Republic,Serbia,2016,T,0,http://datagraver.com/
Iceland,Montenegro,2019,T,0,http://datagraver.com/
Lithuania,Croatia,2017,J,0,http://datagraver.com/
F.Y.R. Macedonia,Cyprus,2016,J,0,http://datagraver.com/
Bulgaria,Slovenia,2016,T,0,http://datagraver.com/
Serbia,Czech Republic,2016,T,0,http://datagraver.com/
Austria,Estonia,2013,J,3,http://datagraver.com/
Azerbaijan,Belgium,2015,J,0,http://datagraver.com/
Switzerland,Switzerland,2014,J,0,http://datagraver.com/
Sweden,Austria,2016,J,0,http://datagraver.com/
Moldova,Azerbaijan,2011,J,10,http://datagraver.com/
Azerbaijan,Latvia,2016,J,0,http://datagraver.com/
Italy,Georgia,2016,T,3,http://datagraver.com/
Portugal,Israel,2015,J,10,http://datagraver.com/
Slovenia,Czech Republic,2017,J,10,http://datagraver.com/
Belgium,Italy,2017,J,0,http://datagraver.com/
Poland,Russia,2018,J,0,http://datagraver.com/
Russia,Italy,2016,J,0,http://datagraver.com/
Russia,Israel,2016,J,0,http://datagraver.com/
Montenegro,France,2016,J,5,http://datagraver.com/
Czech Republic,Australia,2016,J,0,http://datagraver.com/
Slovenia,Germany,2013,J,0,http://datagraver.com/
Malta,Belgium,2016,T,0,http://datagraver.com/
Armenia,Bulgaria,2016,J,7,http://datagraver.com/
Lithuania,Germany,2016,T,0,http://datagraver.com/
Ireland,Hungary,2016,T,0,http://datagraver.com/
San Marino,Australia,2016,T,5,http://datagraver.com/
Serbia,Georgia,2016,J,0,http://datagraver.com/
Israel,Switzerland,2014,J,5,http://datagraver.com/
Germany,Armenia,2016,J,0,http://datagraver.com/
Montenegro,Slovenia,2019,T,8,http://datagraver.com/
Slovenia,France,2017,T,0,http://datagraver.com/
Israel,Belgium,2015,J,4,http://datagraver.com/
Ukraine,Romania,2018,J,2,http://datagraver.com/
Germany,Greece,2013,J,8,http://datagraver.com/
Denmark,Germany,2016,J,0,http://datagraver.com/
Iceland,Latvia,2015,J,7,http://datagraver.com/
Slovenia,Moldova,2011,J,0,http://datagraver.com/
Bosnia & Herzegovina,Cyprus,2016,J,0,http://datagraver.com/
Portugal,Malta,2008,J,4,http://datagraver.com/
Ireland,Australia,2016,J,6,http://datagraver.com/
Hungary,The Netherlands,2016,T,2,http://datagraver.com/
Serbia,Poland,2011,J,0,http://datagraver.com/
Cyprus,Austria,2016,J,2,http://datagraver.com/
Poland,Estonia,2018,T,0,http://datagraver.com/
Latvia,Georgia,2016,J,0,http://datagraver.com/
San Marino,Belgium,2016,J,0,http://datagraver.com/
Cyprus,United Kingdom,2016,J,0,http://datagraver.com/
Croatia,Germany,2016,J,0,http://datagraver.com/
Malta,Australia,2016,J,3,http://datagraver.com/
Moldova,Israel,2016,T,0,http://datagraver.com/
Romania,Italy,2014,J,0,http://datagraver.com/
Austria,Denmark,2013,J,12,http://datagraver.com/
Belgium,Slovenia,2016,T,0,http://datagraver.com/
Israel,Cyprus,2016,T,0,http://datagraver.com/
Germany,United Kingdom,2014,J,0,http://datagraver.com/
Lithuania,Spain,2016,T,0,http://datagraver.com/
The Netherlands,Latvia,2016,J,0,http://datagraver.com/
Denmark,France,2016,J,0,http://datagraver.com/
Ireland,France,2018,T,0,http://datagraver.com/
Poland,Germany,2016,T,0,http://datagraver.com/
Switzerland,Lithuania,2011,J,3,http://datagraver.com/
Ukraine,Hungary,2016,T,0,http://datagraver.com/
Ireland,Romania,2015,J,0,http://datagraver.com/
Albania,Romania,2017,T,4,http://datagraver.com/
Lithuania,Israel,2016,T,0,http://datagraver.com/
Slovenia,Russia,2016,T,10,http://datagraver.com/
Belarus,Albania,2015,J,0,http://datagraver.com/
Finland,Italy,2015,J,2,http://datagraver.com/
Belgium,Hungary,2014,J,7,http://datagraver.com/
San Marino,Croatia,2016,J,0,http://datagraver.com/
Bulgaria,Spain,2016,T,0,http://datagraver.com/
France,Russia,2016,T,8,http://datagraver.com/
France,United Kingdom,2016,J,0,http://datagraver.com/
Russia,Azerbaijan,2016,J,10,http://datagraver.com/
Lithuania,Slovenia,2015,J,4,http://datagraver.com/
Italy,Georgia,2016,J,3,http://datagraver.com/
Belgium,Sweden,2011,J,12,http://datagraver.com/
Denmark,Romania,2015,J,6,http://datagraver.com/
Austria,Moldova,2016,T,0,http://datagraver.com/
The Netherlands,Belarus,2015,J,0,http://datagraver.com/
France,Malta,2016,J,4,http://datagraver.com/
Czech Republic,Ukraine,2016,J,0,http://datagraver.com/
Croatia,Australia,2016,J,12,http://datagraver.com/
Spain,Bulgaria,2016,J,0,http://datagraver.com/
France,Armenia,2015,J,5,http://datagraver.com/
Ukraine,Moldova,2017,J,4,http://datagraver.com/
Switzerland,Montenegro,2015,J,0,http://datagraver.com/
Israel,Israel,2015,J,0,http://datagraver.com/
Austria,The Netherlands,2016,T,6,http://datagraver.com/
Ukraine,Germany,2016,T,0,http://datagraver.com/
Iceland,Belarus,2017,T,0,http://datagraver.com/
Belarus,United Kingdom,2018,T,0,http://datagraver.com/
Finland,Germany,2017,J,0,http://datagraver.com/
Ireland,Ukraine,2009,J,3,http://datagraver.com/
Hungary,The Netherlands,2014,J,12,http://datagraver.com/
The Netherlands,Ukraine,2016,J,3,http://datagraver.com/
Montenegro,Armenia,2016,T,0,http://datagraver.com/
Azerbaijan,United Kingdom,2016,T,0,http://datagraver.com/
United Kingdom,France,2017,J,0,http://datagraver.com/
Finland,Austria,2016,T,10,http://datagraver.com/
Ireland,Sweden,2016,J,5,http://datagraver.com/
France,Czech Republic,2016,T,3,http://datagraver.com/
Hungary,France,2017,J,0,http://datagraver.com/
Slovenia,Switzerland,2016,J,7,http://datagraver.com/
United Kingdom,The Netherlands,2016,J,0,http://datagraver.com/
Moldova,Ukraine,2014,J,8,http://datagraver.com/
Spain,Poland,2017,J,0,http://datagraver.com/
Norway,Italy,2015,J,5,http://datagraver.com/
Portugal,Georgia,2017,T,6,http://datagraver.com/
Portugal,Hungary,2014,J,10,http://datagraver.com/
Ireland,F.Y.R. Macedonia,2014,J,0,http://datagraver.com/
Austria,Poland,2015,J,0,http://datagraver.com/
F.Y.R. Macedonia,The Netherlands,2014,J,7,http://datagraver.com/
Australia,Cyprus,2016,J,0,http://datagraver.com/
Sweden,Malta,2018,T,0,http://datagraver.com/
Finland,Croatia,2016,J,0,http://datagraver.com/
Finland,Russia,2016,J,6,http://datagraver.com/
Albania,The Netherlands,2016,J,0,http://datagraver.com/
Austria,Montenegro,2007,J,0,http://datagraver.com/
Croatia,United Kingdom,2013,J,0,http://datagraver.com/
Georgia,Ukraine,2016,J,12,http://datagraver.com/
Latvia,Portugal,2017,J,12,http://datagraver.com/
Greece,The Netherlands,2016,J,1,http://datagraver.com/
Albania,Poland,2016,T,5,http://datagraver.com/
Spain,Austria,2016,J,0,http://datagraver.com/
Ireland,Serbia,2012,J,0,http://datagraver.com/
The Netherlands,Lithuania,2017,J,0,http://datagraver.com/
Ukraine,Georgia,2016,J,3,http://datagraver.com/
Serbia,Australia,2016,J,4,http://datagraver.com/
San Marino,Belgium,2014,J,1,http://datagraver.com/
Italy,Slovenia,2011,J,0,http://datagraver.com/
Belgium,Serbia,2015,J,0,http://datagraver.com/
Cyprus,Croatia,2016,T,0,http://datagraver.com/
Albania,Australia,2018,J,0,http://datagraver.com/
The Netherlands,Russia,2016,J,0,http://datagraver.com/
Croatia,Hungary,2016,J,8,http://datagraver.com/
Finland,Armenia,2016,J,0,http://datagraver.com/
Norway,Serbia,2016,T,0,http://datagraver.com/
Slovenia,Belgium,2017,J,5,http://datagraver.com/
Finland,Italy,2016,T,0,http://datagraver.com/
Cyprus,Israel,2016,T,0,http://datagraver.com/
San Marino,Italy,2016,T,0,http://datagraver.com/
Estonia,Malta,2016,T,0,http://datagraver.com/
Moldova,The Netherlands,2015,J,0,http://datagraver.com/
United Kingdom,Latvia,2017,T,7,http://datagraver.com/
Germany,Belarus,2010,J,0,http://datagraver.com/
Azerbaijan,Sweden,2015,J,4,http://datagraver.com/
Australia,Georgia,2016,T,0,http://datagraver.com/
Slovenia,Sweden,2016,J,0,http://datagraver.com/
Hungary,Belgium,2015,J,12,http://datagraver.com/
Ireland,Montenegro,2014,J,0,http://datagraver.com/
Cyprus,Russia,2016,T,10,http://datagraver.com/
Sweden,Ukraine,2016,J,0,http://datagraver.com/
Sweden,Latvia,2016,J,0,http://datagraver.com/
United Kingdom,Sweden,2015,J,12,http://datagraver.com/
Montenegro,Hungary,2013,J,0,http://datagraver.com/
Sweden,Bulgaria,2016,J,0,http://datagraver.com/
Denmark,Lithuania,2013,J,0,http://datagraver.com/
Belgium,Bulgaria,2016,T,5,http://datagraver.com/
Norway,Italy,2016,J,12,http://datagraver.com/
Russia,Finland,2016,T,0,http://datagraver.com/
United Kingdom,Azerbaijan,2019,T,3,http://datagraver.com/
Finland,Hungary,2016,T,4,http://datagraver.com/
Slovenia,Belarus,2007,J,0,http://datagraver.com/
Spain,Australia,2016,J,8,http://datagraver.com/
Ireland,Czech Republic,2016,J,2,http://datagraver.com/
Ukraine,Azerbaijan,2014,J,1,http://datagraver.com/
Greece,Ireland,2018,T,0,http://datagraver.com/
The Netherlands,Hungary,2016,J,0,http://datagraver.com/
Croatia,Finland,2013,J,0,http://datagraver.com/
Slovenia,Georgia,2016,J,0,http://datagraver.com/
Estonia,Lithuania,2018,J,10,http://datagraver.com/
Montenegro,Azerbaijan,2016,T,7,http://datagraver.com/
Slovenia,Sweden,2016,T,5,http://datagraver.com/
Albania,Armenia,2017,J,7,http://datagraver.com/
Denmark,Australia,2016,J,10,http://datagraver.com/
Belarus,United Kingdom,2017,J,0,http://datagraver.com/
Azerbaijan,Czech Republic,2016,T,3,http://datagraver.com/
Latvia,Israel,2017,J,0,http://datagraver.com/
Ireland,Bulgaria,2016,T,5,http://datagraver.com/
Greece,Israel,2015,J,0,http://datagraver.com/
The Netherlands,Georgia,2016,J,0,http://datagraver.com/
Denmark,Lithuania,2016,J,5,http://datagraver.com/
Germany,France,2017,J,0,http://datagraver.com/
Greece,United Kingdom,2015,J,0,http://datagraver.com/
Italy,Israel,2016,J,8,http://datagraver.com/
Albania,Cyprus,2016,J,0,http://datagraver.com/
Slovenia,Italy,1993,J,0,http://datagraver.com/
San Marino,Russia,2011,J,1,http://datagraver.com/
